#Results from heasarc_batsegrb: CGRO/BATSE Gamma-Ray Burst Catalog
#Coordinate system:  Equatorial
#%|trigger_num|name       |flux_64 |flux_64_error|flux_256|flux_256_error|flux_1024|flux_1024_error|t90     |t90_error|
|      06565|GRB 980109-|        |             |        |              |         |               |        |         |
|      03366|4B 950118- | 13.9020|       0.4390| 13.5580|        0.2170|  13.3130|         0.1080|        |         |
|      01544|4B 920408- |        |             |        |              |         |               |        |         |
|      02320|4B 930428  | 11.0340|       0.4680|  7.9500|        0.2060|   3.0700|         0.0750|   0.608|    0.041|
|      06361|GRB 970904 |  2.1874|       0.2223|  0.9566|        0.0959|   0.2017|         0.0429|   0.901|    0.302|
|      02448|4B 930719- |  0.8450|       0.2500|  0.7550|        0.1220|   0.6470|         0.0590|   0.768|    0.521|
|      02102|4B 921218  |  1.7930|       0.2560|  1.6140|        0.1250|   1.5020|         0.0610|  11.520|    0.792|
|      01996|4B 921022- |        |             |        |              |         |               |        |         |
|      03415|4B 950211- | 10.3060|       0.3990|  9.1620|        0.1890|   7.0720|         0.0850|  54.336|    0.264|
|      07845|GRB 991108 |  3.7801|       0.2869|  3.3237|        0.1388|   3.0034|         0.0677|  81.344|    7.168|
|      06757|GRB 980513 |  1.2325|       0.2361|  1.1935|        0.1172|   0.9630|         0.0570|   2.432|    1.620|
|      05527|4B 960703- |  5.0380|       0.2630|  4.4990|        0.1290|   3.2560|         0.0580|   0.820|    0.008|
|      03319|4B 941214  |  2.2790|       0.2440|  2.1070|        0.1210|   1.5830|         0.0580| 206.272|    5.889|
|      01525|4B 920329  |        |             |        |              |         |               |        |         |
|      06609|GRB 980219 |        |             |        |              |         |               |        |         |
|      02539|4B 930925  |        |             |        |              |         |               |        |         |
|      05304|4B 960322- | 13.8730|       0.4620| 13.2800|        0.2280|  12.1070|         0.1100|  22.784|    0.326|
|      06109|GRB 970302-|        |             |        |              |         |               |  55.296|    4.465|
|      07667|GRB 990722-|        |             |        |              |         |               |        |         |
|      07843|GRB 991107 |  1.5698|       0.2043|  1.3536|        0.0996|   1.1696|         0.0489| 102.272|   23.768|
|      06299|GRB 970708-|  3.6223|       0.2731|  2.2889|        0.1229|   0.6096|         0.0532|   0.202|    0.019|
|      05647|GRB 961027-|  6.5049|       0.3197|  3.3814|        0.1273|   0.8551|         0.0481|   1.088|    0.326|
|      07030|GRB 980829 |  3.7082|       0.2704|  3.2901|        0.1328|   2.6346|         0.0634|  47.744|    3.522|
|      02996|4B 940527- |  0.6540|       0.2530|  0.4170|        0.1230|   0.3390|         0.0600|  50.848|    5.033|
|      03308|4B 941203  |  1.0530|       0.2100|  0.6780|        0.0980|   0.2630|         0.0450|   0.512|    0.091|
|      01279|4B 920105  |  1.4060|       0.3130|  1.2040|        0.1540|   0.9210|         0.0750|  37.760|    1.494|
|      05478|4B 960530  |  3.0950|       0.2400|  2.9590|        0.1190|   2.7720|         0.0590| 296.960|    2.753|
|      07063|GRB 980904-| 13.8406|       0.4007|  3.7709|        0.1302|   0.9071|         0.0510|   0.128|    0.091|
|      06657|GRB 980325-|  1.1557|       0.2001|  0.9479|        0.0969|   0.8970|         0.0482|  42.368|    1.350|
|      05753|GRB 970108 |        |             |        |              |         |               |        |         |
|      05729|GRB 961228-|  2.3832|       0.2213|  2.2756|        0.1100|   2.0988|         0.0540|  52.992|    0.716|
|      03634|4B 950608  |  3.6850|       0.3230|  3.3040|        0.1570|   2.9070|         0.0760| 142.048|    1.094|
|      07635|GRB 990706-|  1.4654|       0.2073|  1.2265|        0.1015|   1.1062|         0.0500| 124.160|    1.404|
|      05693|GRB 961125 |        |             |        |              |         |               | 355.072|   12.710|
|      07656|GRB 990716-|  1.0004|       0.2076|  0.7605|        0.0971|   0.5672|         0.0476|  60.096|    4.226|
|      00472|4B 910701  |  1.3950|       0.4340|  0.8520|        0.2070|   0.6810|         0.1020|  82.176|    5.724|
|      00606|4B 910802- |  1.2040|       0.2470|  1.0520|        0.1210|   0.9870|         0.0590|  20.736|    0.373|
|      03803|4B 950917- |        |             |        |              |         |               |   0.015|    0.001|
|      07650|GRB 990713-|        |             |        |              |         |               |        |         |
|      06157|GRB 970404-|        |             |        |              |         |               |  10.240|    1.448|
|      02067|4B 921123- | 18.9190|       0.6520| 18.0990|        0.3190|  17.5310|         0.1570|  30.848|    0.516|
|      01153|4B 911208- |  0.5150|       0.2070|  0.3390|        0.1020|   0.2530|         0.0500|   9.024|    5.924|
|      06707|GRB 980425 |  1.2451|       0.2033|  1.0814|        0.0982|   0.9632|         0.0491|  34.880|    3.781|
|      06433|GRB 971014 |        |             |        |              |         |               |   0.192|    0.091|
|      06585|GRB 980202 |  1.3128|       0.2278|  1.1189|        0.1119|   1.0176|         0.0554|  17.536|    1.690|
|      00142|4B 910502- |  8.8660|       0.5350|  8.6000|        0.2640|   8.0270|         0.1290|        |         |
|      05648|GRB 961029-|  1.0271|       0.0462|  0.9606|        0.0227|   0.8377|         0.0111|  40.448|    4.868|
|      07430|GRB 990226-|  2.2212|       0.2383|  1.8863|        0.1147|   0.8409|         0.0502|   3.904|    0.962|
|      06602|GRB 980215 |  1.1998|       0.2065|  1.0485|        0.1019|   0.8947|         0.0498|  39.680|    3.840|
|      07227|GRB 981124 |  2.2037|       0.2264|  1.3728|        0.1030|   0.3963|         0.0455|   0.092|    0.042|
|      07191|GRB 981105 |  1.2702|       0.2108|  0.9437|        0.1028|   0.5853|         0.0494|  44.928|   19.191|
|      06125|GRB 970315-|        |             |        |              |         |               |1307.008|   19.459|
|      02232|4B 930310  |  6.6500|       0.3840|  6.0180|        0.1840|   5.2040|         0.0870|  56.512|    3.265|
|      03770|4B 950830- |  5.1570|       0.2770|  2.8110|        0.1160|   1.2590|         0.0490|   0.544|    0.036|
|      06784|GRB 980526 |        |             |        |              |         |               |        |         |
|      03227|4B 941008  | 17.7250|       0.5070| 17.0260|        0.2480|  13.9660|         0.1130| 115.328|    0.181|
|      05562|4B 960804- |  2.5660|       0.2200|  1.5030|        0.0940|   0.4140|         0.0380|   0.160|    0.036|
|      06802|GRB 980601 |  1.2915|       0.2106|  1.0920|        0.1026|   1.0132|         0.0507|  31.296|    5.326|
|      07975|GRB 000131 |        |             |        |              |         |               |        |         |
|      02090|4B 921209- | 10.8220|       0.4600| 10.1550|        0.2240|   8.8540|         0.1060|  38.144|    0.143|
|      06528|GRB 971210-|  4.4397|       0.2936|  4.2022|        0.1436|   3.7230|         0.0695|  15.680|    3.603|
|      01614|4B 920520- |  1.1800|       0.2570|  1.0140|        0.1260|   0.7040|         0.0600| 215.040|    4.236|
|      02496|4B 930820  |  0.6750|       0.2970|  0.4800|        0.1430|   0.3380|         0.0690|  36.512|    3.083|
|      01872|4B 920824  |        |             |        |              |         |               |        |         |
|      07292|GRB 981231-|  3.6048|       0.2473|  2.6449|        0.1125|   0.7731|         0.0446|   0.262|    0.037|
|      06349|GRB 970827 |  1.9626|       0.2357|  1.8358|        0.1160|   1.7623|         0.0577|  82.688|    3.447|
|      01430|4B 920222  |  0.7660|       0.2830|  0.7200|        0.1400|   0.5760|         0.0690|        |         |
|      05451|4B 960430  |  4.5130|       0.2550|  4.3030|        0.1260|   3.9990|         0.0620|  24.512|    0.834|
|      01042|4B 911111- |  1.4810|       0.2660|  1.2440|        0.1290|   1.0010|         0.0620|  25.024|    1.319|
|      00630|4B 910805  |  0.5810|       0.3120|  0.6010|        0.1510|   0.4470|         0.0750|  18.176|    1.448|
|      03796|4B 950914- |        |             |        |              |         |               |        |         |
|      01321|4B 920130- |  2.7270|       0.3330|  2.5600|        0.1650|   2.3290|         0.0810|        |         |
|      01453|4B 920229- | 11.8900|       0.5080|  7.3060|        0.2110|   1.8030|         0.0730|   0.192|    0.453|
|      03379|4B 950129- |  2.1590|       0.2380|  1.6460|        0.1140|   0.8740|         0.0520|   0.608|    0.051|
|      00219|4B 910522  | 20.1330|       0.6370| 18.0630|        0.3020|  13.0690|         0.1300|  29.696|    1.414|
|      00229|4B 910526- |  1.0850|       0.2200|  0.6740|        0.1020|   0.2880|         0.0450|   0.448|    0.091|
|      02663|4B 931128- |  0.8630|       0.2300|  0.6510|        0.1120|   0.4710|         0.0540|  12.224|    1.581|
|      02443|4B 930711- |  2.2230|       0.2620|  2.0950|        0.1290|   1.9280|         0.0630|  28.896|    1.541|
|      01204|4B 911223  |  5.1250|       0.4030|  3.3040|        0.1760|   1.2130|         0.0690|   3.712|    1.549|
|      05561|4B 960803- | 19.2800|       0.4510|  7.3920|        0.1570|   1.8670|         0.0560|   0.104|    0.011|
|      06678|GRB 980404-|  0.5981|       0.1778|  0.5013|        0.0865|   0.3757|         0.0427|   8.192|    2.721|
|      01690|4B 920708  |        |             |        |              |         |               |   3.200|    2.382|
|      03096|4B 940726  |  2.4610|       0.2990|  2.2800|        0.1470|   1.9360|         0.0710|   6.976|    0.320|
|      02693|4B 931215- |  1.2050|       0.2660|  0.7360|        0.1230|   0.2980|         0.0570|   0.188|    0.122|
|      03110|4B 940806- |  4.4490|       0.3230|  3.6190|        0.1530|   2.3780|         0.0690|  10.176|    0.389|
|      03405|4B 950206- |  1.7440|       0.2310|  1.5350|        0.1120|   1.1650|         0.0530|  67.392|   19.245|
|      07449|GRB 990305-|  4.2018|       0.2721|  2.9170|        0.1228|   0.8478|         0.0549|   0.987|    0.705|
|      01051|4B 911113  |  1.4610|       0.2640|  0.5860|        0.1140|   0.2050|         0.0520|   0.320|    0.320|
|      03651|4B 950627  |        |             |        |              |         |               |        |         |
|      02495|4B 930819  |  0.7760|       0.2080|  0.6950|        0.1020|   0.6340|         0.0500|  38.080|    1.042|
|      03330|4B 941228  |  8.8180|       0.3410|  6.7490|        0.1540|   4.7920|         0.0690|  61.952|    1.921|
|      03871|4B 951016- |  1.3470|       0.2030|  1.1050|        0.0980|   1.0050|         0.0480|  44.096|    1.581|
|      03099|4B 940728- |        |             |        |              |         |               |  31.232|    2.409|
|      07386|GRB 990213-|  0.6184|       0.1956|  0.5205|        0.0981|   0.3757|         0.0483|  20.608|    9.865|
|      02461|4B 930724- |        |             |        |              |         |               |        |         |
|      01601|4B 920511- |  2.2730|       0.2950|  2.1390|        0.1450|   1.9570|         0.0700|  48.512|    4.608|
|      05649|GRB 961029-|        |             |        |              |         |               |        |         |
|      01551|4B 920413  |  0.6660|       0.2240|  0.5820|        0.1090|   0.5010|         0.0540|  29.440|    0.500|
|      00981|4B 911101  |  0.7080|       0.2290|  0.4630|        0.1120|   0.3220|         0.0550|        |         |
|      02163|4B 930204- |  1.1330|       0.2500|  0.8730|        0.1200|   0.4360|         0.0550|   0.391|    0.023|
|      01518|4B 920325- |  3.6180|       0.3440|  3.1780|        0.1640|   1.2990|         0.0650|   1.088|    0.264|
|      03082|4B 940715- |        |             |        |              |         |               |        |         |
|      02280|4B 930401- |        |             |        |              |         |               |        |         |
|      03361|4B 950117- |        |             |        |              |         |               |        |         |
|      05574|4B 960814  |  1.2550|       0.2010|  1.1760|        0.1000|   0.7050|         0.0470| 119.808|   12.936|
|      02707|4B 931225- |        |             |        |              |         |               |        |         |
|      06417|GRB 971008 |        |             |        |              |         |               |        |         |
|      03149|4B 940901  |        |             |        |              |         |               |        |         |
|      02056|4B 921115  |  1.0060|       0.2430|  0.6850|        0.1140|   0.2710|         0.0520|   1.792|    0.389|
|      01734|4B 920802  |  2.0120|       0.2790|  1.6980|        0.1340|   1.0880|         0.0610|  46.720|    2.817|
|      02494|4B 930817  |        |             |        |              |         |               |        |         |
|      06638|GRB 980312 |  2.2077|       0.2462|  1.6740|        0.1156|   1.2614|         0.0554|   3.072|    1.090|
|      03250|4B 941018- |        |             |        |              |         |               |        |         |
|      06632|GRB 980309-|  0.6763|       0.2126|  0.5407|        0.1069|   0.4006|         0.0524|  10.688|    4.436|
|      02940|4B 940419- |        |             |        |              |         |               |        |         |
|      05277|4B 960319  |  8.1430|       0.3320|  7.3200|        0.1590|   2.5300|         0.0570|   0.496|    0.023|
|      03895|4B 951104- |  0.7550|       0.1950|  0.6040|        0.0960|   0.3270|         0.0460|   0.768|    0.091|
|      07548|GRB 990505 |  3.1361|       0.2503|  2.9459|        0.1230|   2.7851|         0.0606|  13.888|    1.793|
|      06917|GRB 980712-|  3.3274|       0.2624|  2.7734|        0.1254|   1.6847|         0.0565|   4.416|    0.389|
|      03001|4B 940529- |  4.3550|       0.3600|  4.1920|        0.1790|   3.1000|         0.0810|  29.696|    1.094|
|      07831|GRB 991030 |  0.9778|       0.2333|  0.8943|        0.1170|   0.7099|         0.0562|  72.320|    9.913|
|      06353|GRB 970831 |  2.8972|       0.2395|  2.6403|        0.1167|   2.4380|         0.0572| 114.496|    1.319|
|      07493|GRB 990328 |  0.5403|       0.1969|  0.4504|        0.0985|   0.4128|         0.0501| 219.584|   25.075|
|      07508|GRB 990404-|  3.4767|       0.2521|  0.9999|        0.0974|   0.2921|         0.0434|   0.384|    0.143|
